INSTNM,CITY,STABBR,CONTROL,REGION,ADM_RATE,SAT_AVG,PCTPELL,C150_4,RET_FT4,PCTFLOAN,DEBT_MDN,LOAN_EVER,MD_FAMINC,MD_EARN,LOCALE,CCBASIC,CCUGPROF,CCSIZSET,COSTT4,cost_to_earnings,SIZE,SETTING,FTIME,SEL,TRNS
Texas Christian University,Fort Worth,TX,Private nonprofit,Southwest,0.5923,1165.0,0.11,0.7372,0.8555,0.3361,14375.0,0.9251760563,69094.5,49900.0,City: Large,Doctoral Universities: High Research Activity,"full-time, more selective, lower transfer-in","large, highly residential",39348.0,0.7885370741482965,large,highly residential,full-time,more selective,lower transfer-in
Texas College,Tyler,TX,Private nonprofit,Southwest,,,0.8752,0.0816,0.5082,0.8766,9500.0,0.8789013733,18545.0,26600.0,City: Midsize,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","very small, highly residential",20278.0,0.7623308270676692,very small,highly residential,full-time,inclusive,higher transfer-in
Texas Lutheran University,Seguin,TX,Private nonprofit,Southwest,0.6645,996.0,0.3024,0.4907,0.6717,0.6718,11250.0,0.955,51931.0,43900.0,Town: Fringe,Baccalaureate Colleges: Diverse Fields,"full-time, selective, lower transfer-in","small, highly residential",29929.0,0.681753986332574,small,highly residential,full-time,selective,lower transfer-in
The University of Texas Permian Basin,Odessa,TX,Public,Southwest,0.9045,996.0,0.3251,0.3151,0.6063,0.4052,6500.0,0.7827019299,31325.0,44100.0,City: Midsize,Master's Colleges & Universities: Larger Programs,higher part-time,"small, primarily residential",11529.0,0.26142857142857145,small,primarily residential,higher part-time,,
The University of Texas at San Antonio,San Antonio,TX,Public,Southwest,0.88,1022.0,0.3328,0.2569,0.5614,0.5261,9000.0,0.9010830325,35164.0,44600.0,City: Large,Doctoral Universities: Very High Research Activity,"medium full-time, selective, higher transfer-in","large, primarily nonresidential",16304.0,0.36556053811659195,large,primarily nonresidential,medium full-time,selective,higher transfer-in
Texas Southern University,Houston,TX,Public,Southwest,0.9858,747.0,0.6337,0.1119,0.6722,0.7516,9500.0,0.9032188378,20747.0,32700.0,City: Large,Doctoral Universities: High Research Activity,"medium full-time, inclusive, higher transfer-in","medium, primarily residential",16031.0,0.4902446483180428,medium,primarily residential,medium full-time,inclusive,higher transfer-in
Texas Tech University,Lubbock,TX,Public,Southwest,0.6784,1093.0,0.203,0.6023,0.8107,0.5465,11000.0,0.9259910982,52695.0,47200.0,City: Large,Doctoral Universities: Very High Research Activity,"full-time, selective, higher transfer-in","large, primarily nonresidential",17345.0,0.36747881355932205,large,primarily nonresidential,full-time,selective,higher transfer-in
Texas Wesleyan University,Fort Worth,TX,Private nonprofit,Southwest,0.6535,961.0,0.4379,0.3148,0.6517,0.7084,26125.0,0.918892186,32837.0,43900.0,City: Large,Doctoral/Professional Universities,"full-time, inclusive, higher transfer-in","small, primarily residential",25238.0,0.5748974943052392,small,primarily residential,full-time,inclusive,higher transfer-in
Texas Woman's University,Denton,TX,Public,Southwest,0.8266,1015.0,0.3522,0.4354,0.7494,0.5844,11000.0,0.9205607477,33571.0,45200.0,City: Midsize,Doctoral/Professional Universities,"medium full-time, inclusive, higher transfer-in","large, primarily nonresidential",16159.0,0.3575,large,primarily nonresidential,medium full-time,inclusive,higher transfer-in
Trinity University,San Antonio,TX,Private nonprofit,Southwest,0.5914,1297.0,0.0884,0.788,0.8931,0.3411,14629.5,0.95625,81108.0,55600.0,City: Large,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, more selective, lower transfer-in","small, highly residential",38521.0,0.6928237410071942,small,highly residential,full-time,more selective,lower transfer-in
The University of Texas Health Science Center at Houston,Houston,TX,Public,Southwest,,,0.1645,,,0.547,12500.0,0.9443099274,35498.0,75700.0,City: Large,Special Focus Four-Year: Engineering Schools,"full-time, inclusive, higher transfer-in","medium, primarily nonresidential",,,medium,primarily nonresidential,full-time,inclusive,higher transfer-in
Texas Tech University Health Sciences Center,Lubbock,TX,Public,Southwest,,,0.166,,,0.6404,12000.0,0.9575,51320.0,68900.0,City: Large,Special Focus Four-Year: Engineering Schools,"full-time, inclusive, higher transfer-in","medium, primarily nonresidential",,,medium,primarily nonresidential,full-time,inclusive,higher transfer-in
Wayland Baptist University,Plainview,TX,Private nonprofit,Southwest,0.9886,972.0,0.1702,0.3659,0.6583,0.3064,7000.0,0.8666288309,32848.5,44400.0,Town: Remote,Master's Colleges & Universities: Larger Programs,higher part-time,"small, primarily residential",17906.0,0.4032882882882883,small,primarily residential,higher part-time,,
West Texas A & M University,Canyon,TX,Public,Southwest,0.7193,979.0,0.2974,0.3824,0.642,0.4858,7500.0,0.8320268757,37208.0,41400.0,Town: Fringe,Master's Colleges & Universities: Larger Programs,"medium full-time, inclusive, higher transfer-in","medium, primarily residential",15016.0,0.36270531400966183,medium,primarily residential,medium full-time,inclusive,higher transfer-in
Wiley College,Marshall,TX,Private nonprofit,Southwest,,,0.8676,0.2338,0.6204,0.8935,9834.0,0.8706225681,19317.0,29400.0,Town: Distant,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","very small, highly residential",17512.0,0.5956462585034014,very small,highly residential,full-time,inclusive,higher transfer-in
Brigham Young University,Provo,UT,Private nonprofit,Rocky Mountains,0.6903,1244.0,0.2672,0.7663,0.8426,0.1838,7000.0,0.505934859,18655.0,58100.0,City: Midsize,Doctoral Universities: High Research Activity,"full-time, more selective, lower transfer-in","large, primarily nonresidential",15057.0,0.2591566265060241,large,primarily nonresidential,full-time,more selective,lower transfer-in
Brigham Young University-Hawaii,Laie,HI,Private nonprofit,Far West,0.5776,1099.0,0.2822,0.5183,0.6245,0.217,4550.0,0.6366336634,28841.0,38300.0,Town: Fringe,Baccalaureate Colleges: Diverse Fields,"full-time, selective, higher transfer-in","small, highly residential",14958.0,0.39054830287206266,small,highly residential,full-time,selective,higher transfer-in
Utah Tech University,Saint George,UT,Public,Rocky Mountains,,,0.2995,0.3102,0.5726,0.2816,5250.0,0.7156906571,26445.5,32300.0,City: Small,Baccalaureate Colleges: Diverse Fields,"medium full-time, inclusive, lower transfer-in","medium, primarily nonresidential",15132.0,0.4684829721362229,medium,primarily nonresidential,medium full-time,inclusive,lower transfer-in
Southern Utah University,Cedar City,UT,Public,Rocky Mountains,0.7188,1012.0,0.2922,0.431,0.6941,0.3056,5411.0,0.7459826947,33524.0,38900.0,Town: Remote,Master's Colleges & Universities: Larger Programs,"full-time, selective, lower transfer-in","medium, primarily nonresidential",13357.0,0.3433676092544987,medium,primarily nonresidential,full-time,selective,lower transfer-in
Utah State University,Logan,UT,Public,Rocky Mountains,0.9745,1103.0,0.3167,0.5566,0.7368,0.3083,5500.0,0.7296389589,32863.0,43300.0,City: Small,Doctoral Universities: Very High Research Activity,"full-time, selective, higher transfer-in","large, primarily nonresidential",13396.0,0.30937644341801385,large,primarily nonresidential,full-time,selective,higher transfer-in
University of Utah,Salt Lake City,UT,Public,Rocky Mountains,0.8008,1109.0,0.1929,0.5759,0.8472,0.2839,5750.0,0.8025050324,29209.5,51700.0,City: Midsize,Doctoral Universities: Very High Research Activity,"medium full-time, selective, higher transfer-in","large, primarily residential",15899.0,0.3075241779497099,large,primarily residential,medium full-time,selective,higher transfer-in
Westminster College,Salt Lake City,UT,Private nonprofit,Rocky Mountains,0.8216,1127.0,0.2276,0.5587,0.7611,0.6443,12500.0,0.9227836034,49011.0,45100.0,City: Midsize,Master's Colleges & Universities: Medium Programs,"full-time, selective, higher transfer-in","small, highly residential",29923.0,0.6634811529933481,small,highly residential,full-time,selective,higher transfer-in
Bennington College,Bennington,VT,Private nonprofit,New England,0.66,,0.1828,0.5814,0.8307,0.6052,14500.0,0.9674267101,70613.0,33400.0,Town: Distant,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, selective, lower transfer-in","very small, highly residential",51950.0,1.5553892215568863,very small,highly residential,full-time,selective,lower transfer-in
Castleton University,Castleton,VT,Public,New England,0.7031,957.0,0.2509,0.4717,0.698,0.7311,12500.0,0.9705159705,61956.0,35800.0,Town: Distant,Master's Colleges & Universities: Small Programs,"full-time, inclusive, higher transfer-in","small, highly residential",18145.0,0.5068435754189944,small,highly residential,full-time,inclusive,higher transfer-in
Champlain College,Burlington,VT,Private nonprofit,New England,0.774,1111.0,0.1445,0.6211,0.7303,0.4136,14000.0,0.9777936963,60096.0,37600.0,City: Small,Master's Colleges & Universities: Larger Programs,"medium full-time, inclusive, higher transfer-in","small, primarily residential",35956.0,0.9562765957446808,small,primarily residential,medium full-time,inclusive,higher transfer-in
Goddard College,Plainfield,VT,Private nonprofit,New England,1.0,,0.3968,0.5455,0.5556,0.6786,12000.0,0.9311740891,19713.0,21700.0,Rural: Distant,Master's Colleges & Universities: Small Programs,"full-time, inclusive, higher transfer-in","very small, primarily nonresidential",22762.0,1.0489400921658987,very small,primarily nonresidential,full-time,inclusive,higher transfer-in
Northern Vermont University,Johnson,VT,Public,New England,0.8465,938.0,0.3811,0.3134,0.6824,0.7443,10000.0,0.9529724933,39290.0,33000.0,Rural: Distant,Master's Colleges & Universities: Small Programs,"medium full-time, selective, higher transfer-in","small, primarily residential",17704.0,0.5364848484848485,small,primarily residential,medium full-time,selective,higher transfer-in
Middlebury College,Middlebury,VT,Private nonprofit,New England,0.2047,1385.0,0.0978,0.9171,0.9705,0.3218,10125.0,0.9536423841,78473.0,54600.0,Town: Distant,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, more selective, lower transfer-in","small, highly residential",52460.0,0.9608058608058608,small,highly residential,full-time,more selective,lower transfer-in
Norwich University,Northfield,VT,Private nonprofit,New England,0.6532,1057.0,0.2218,0.5356,0.7593,0.6505,12000.0,0.9655469423,71318.0,45000.0,Town: Distant,Master's Colleges & Universities: Larger Programs,"medium full-time, selective, lower transfer-in","medium, primarily residential",36848.0,0.8188444444444445,medium,primarily residential,medium full-time,selective,lower transfer-in
Saint Michael's College,Colchester,VT,Private nonprofit,New England,0.6879,1130.0,0.1225,0.7656,0.8895,0.7136,19125.0,0.9836477987,96810.0,46000.0,Suburb: Midsize,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, inclusive, lower transfer-in","small, highly residential",42000.0,0.9130434782608695,small,highly residential,full-time,inclusive,lower transfer-in
University of Vermont,Burlington,VT,Public,New England,0.709,1185.0,0.1326,0.7307,0.8541,0.4506,12500.0,0.9456890699,72000.0,45300.0,City: Small,Doctoral Universities: High Research Activity,"full-time, more selective, lower transfer-in","large, highly residential",23570.0,0.5203090507726269,large,highly residential,full-time,more selective,lower transfer-in
Averett University,Danville,VA,Private nonprofit,Southeast,0.2282,930.0,0.3737,0.516,0.4829,0.6982,11500.0,0.9531656548,41415.0,43400.0,Town: Distant,Master's Colleges & Universities: Medium Programs,"full-time, inclusive, higher transfer-in","small, highly residential",31340.0,0.7221198156682027,small,highly residential,full-time,inclusive,higher transfer-in
Bluefield University,Bluefield,VA,Private nonprofit,Southeast,0.406,939.0,0.3601,0.3855,0.7037,0.9701,14750.0,0.9473684211,42075.0,44100.0,Town: Distant,Master's Colleges & Universities: Medium Programs,"full-time, selective, higher transfer-in","very small, highly residential",26044.0,0.5905668934240362,very small,highly residential,full-time,selective,higher transfer-in
Bridgewater College,Bridgewater,VA,Private nonprofit,Southeast,0.8556,1000.0,0.2114,0.5707,0.7398,0.6612,13625.0,0.9747807018,73750.0,44200.0,Suburb: Small,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, inclusive, lower transfer-in","small, highly residential",35090.0,0.7938914027149321,small,highly residential,full-time,inclusive,lower transfer-in
William & Mary,Williamsburg,VA,Public,Southeast,0.3351,1339.0,0.0916,0.9113,0.9465,0.3026,13225.0,0.9038587312,88011.0,57100.0,Suburb: Small,Doctoral Universities: High Research Activity,"full-time, more selective, lower transfer-in","medium, highly residential",20806.0,0.3643782837127846,medium,highly residential,full-time,more selective,lower transfer-in
Christopher Newport University,Newport News,VA,Public,Southeast,0.6043,1181.0,0.097,0.5809,0.8004,0.4409,12500.0,0.9615605278,82976.0,42300.0,City: Midsize,Master's Colleges & Universities: Small Programs,"full-time, selective, lower transfer-in","medium, highly residential",20627.0,0.48763593380614656,medium,highly residential,full-time,selective,lower transfer-in
Emory & Henry College,Emory,VA,Private nonprofit,Southeast,0.7018,1021.0,0.3533,0.5695,0.7095,0.7235,12500.0,0.9466666667,48030.0,39800.0,Rural: Fringe,Master's Colleges & Universities: Medium Programs,"full-time, inclusive, lower transfer-in","small, highly residential",34201.0,0.859321608040201,small,highly residential,full-time,inclusive,lower transfer-in
Eastern Mennonite University,Harrisonburg,VA,Private nonprofit,Southeast,0.7139,1095.0,0.2472,0.6154,0.765,0.5407,14125.0,0.9609120521,64369.5,39400.0,City: Small,Master's Colleges & Universities: Medium Programs,"full-time, selective, lower transfer-in","small, highly residential",32900.0,0.8350253807106599,small,highly residential,full-time,selective,lower transfer-in
Ferrum College,Ferrum,VA,Private nonprofit,Southeast,0.796,890.0,0.4309,0.3555,0.5103,0.8089,9500.0,0.9625531915,42263.0,35000.0,Rural: Distant,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, lower transfer-in","very small, highly residential",31944.0,0.9126857142857143,very small,highly residential,full-time,inclusive,lower transfer-in
George Mason University,Fairfax,VA,Public,Southeast,0.6329,1141.0,0.1993,0.6362,0.8473,0.3855,9500.0,0.8944983819,49431.0,58000.0,Suburb: Large,Doctoral Universities: Very High Research Activity,"full-time, selective, higher transfer-in","large, primarily nonresidential",16533.0,0.28505172413793106,large,primarily nonresidential,full-time,selective,higher transfer-in
Hampden-Sydney College,Hampden-Sydney,VA,Private nonprofit,Southeast,0.5604,1104.0,0.1196,0.6569,0.7756,0.4518,16060.0,0.9574468085,79421.5,50500.0,Rural: Distant,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, selective, lower transfer-in","very small, highly residential",40414.0,0.8002772277227723,very small,highly residential,full-time,selective,lower transfer-in
Hampton University,Hampton,VA,Private nonprofit,Southeast,,,0.3138,0.5228,0.7657,0.747,13000.0,0.951558551,51892.5,47400.0,City: Midsize,Doctoral/Professional Universities,"full-time, more selective, lower transfer-in","medium, highly residential",27740.0,0.5852320675105486,medium,highly residential,full-time,more selective,lower transfer-in
